time,linear_baseline,toy_nonlinear_amplification,toy_stochastic_comparison
5.15,0.02,0.3671831443724544,0.02450224265670219
5.2,0.02,0.3747669022017444,0.028126296379209565
5.25,0.02,0.3824126397744525,0.026752010526679994
5.300000000000001,0.02,0.3901170340825637,0.027557179887019247
5.3500000000000005,0.02,0.39787664854255994,0.025856601420732955
5.4,0.02,0.40568793842456297,0.02867769040252546
5.45,0.02,0.41354725671844383,0.037954688220873174
5.5,0.02,0.421450860419434,0.04289785210880417
5.550000000000001,0.02,0.42939491721289874,0.03918569735560851
5.6000000000000005,0.02,0.43737551253515033,0.04078809094289824
5.65,0.02,0.4453886569845159,0.0358309435925823
5.7,0.02,0.4534302940543505,0.04157201959027674
5.75,0.02,0.4614963081573404,0.030099792854099715
5.800000000000001,0.02,0.469582532908294,0.033916737412809456
5.8500000000000005,0.02,0.4776847596306893,0.029869319256780553
5.9,0.02,0.485798746050564,0.02134804493092754
5.95,0.02,0.4939202251399216,0.016512741718013087
6.0,0.02,0.5020449140706782,0.020777585429851864
6.050000000000001,0.02,0.5101685232393389,0.029041228830553475
6.1000000000000005,0.02,0.5182867653220449,0.03282677961689227
6.15,0.02,0.526395364319399,0.030030533056754932
6.2,0.02,0.5344900645505574,0.028505468713809882
6.25,0.02,0.5425666395564642,0.025090191184633626
6.300000000000001,0.02,0.5506209008728036,0.028285412503767995
6.3500000000000005,0.02,0.5586487066342319,0.021143159647846816
6.4,0.02,0.5666459699727484,0.024494217991410452
6.45,0.02,0.5746086671745958,0.017875162703665883
6.5,0.02,0.5825328455619107,0.02088837352750299
6.550000000000001,0.02,0.5904146310673662,0.02482506536646291
6.6000000000000005,0.02,0.5982502354723216,0.016214807049427012
6.65,0.02,0.6060359632814054,0.019491974728075297
6.7,0.02,0.6137682182090844,0.021183785077617916
6.75,0.02,0.6214435092564751,0.005240382441197657
6.800000000000001,0.02,0.6290584563595003,0.009166669615168016
6.8500000000000005,0.02,0.6366097955923898,0.012064157811709917
6.9,0.02,0.644094383913482,0.0
6.95,0.02,0.6515092034432373,0.014771048609649371
7.0,0.02,0.6588513652673421,0.02355225081906695
7.050000000000001,0.02,0.6661181127606828,0.01992712454143575
7.1000000000000005,0.02,0.6733068244308325,0.01894759849148637
7.15,0.02,0.6804150162824509,0.03553240745123542
7.2,0.02,0.6874403437066531,0.0306298423113021
7.25,0.02,0.6943806029019292,0.03152693162509243
7.300000000000001,0.02,0.7012337318355804,0.03573593634834155
7.3500000000000005,0.02,0.7079978107568503,0.03517962563183513
7.4,0.02,0.7146710622749842,0.03461008164195981
7.45,0.02,0.7212518510173058,0.03707368493902894
7.5,0.02,0.7277386828840792,0.038979457747781845
7.550000000000001,0.02,0.7341302039184031,0.04991620206166892
7.6000000000000005,0.02,0.7404251988106594,0.04784952890692459
7.65,0.02,0.7466225890581293,0.056930652927640976
7.7,0.02,0.7527214308012695,0.053810653152186964
7.75,0.02,0.7587209123588396,0.05609832007841342
7.800000000000001,0.02,0.7646203514845764,0.050214939721981336
7.8500000000000005,0.02,0.7704191923684417,0.030878209104553873
7.9,0.02,0.7761170024056169,0.028792846648966045
7.95,0.02,0.7817134687564216,0.024924270042643453
8.0,0.02,0.7872083947201645,0.02167846147756041
8.05,0.02,0.7926016959456423,0.023866591255643534
8.1,0.02,0.7978933965005692,0.013728488206725684
8.15,0.02,0.8030836248216799,0.01600259136987257
8.200000000000001,0.02,0.8081726095665959,0.011535762657194559
8.25,0.02,0.8131606753878075,0.009618616774430438
8.3,0.02,0.818048238648307,0.005471739088019012
8.35,0.02,0.8228358030975101,0.0
8.4,0.02,0.8275239555251825,0.0
8.450000000000001,0.02,0.83211336141008,0.0014482294937379308
8.5,0.02,0.8366047605790095,0.0005817328321813192
8.55,0.02,0.8409989628909668,0.0005518362241641102
8.6,0.02,0.8452968439599572,0.006526001316982175
8.65,0.02,0.8494993409290451,0.006779249874101208
8.700000000000001,0.02,0.8536074483071203,0.002026746705571878
8.75,0.02,0.8576222138788314,0.007723799740997088
8.8,0.02,0.8615447346971035,0.002565040965498467
8.85,0.02,0.8653761531666517,0.006059194192842424
8.9,0.02,0.8691176532259441,0.017311444121227863
8.950000000000001,0.02,0.8727704566341001,0.00888780390426606
9.0,0.02,0.8763358193683303,0.013743106594053032
9.05,0.02,0.8798150281366444,0.016375826300764756
9.1,0.02,0.8832093970097338,0.021502618652915157
9.15,0.02,0.8865202641751625,0.026800974498467214
9.200000000000001,0.02,0.889748988816256,0.03955443303555434
9.25,0.02,0.8928969481174058,0.03853908813870375
9.3,0.02,0.8959655343968524,0.04634727083453319
9.35,0.02,0.8989561523674252,0.04083097532146695
9.4,0.02,0.9018702165251669,0.046585230585161196
9.450000000000001,0.02,0.9047091486652687,0.03915742951822014
9.5,0.02,0.9074743755242871,0.03424006821505729
9.55,0.02,0.9101673265471949,0.0307321719991139
9.600000000000001,0.02,0.91278943177745,0.02470471968238163
9.65,0.02,0.9153421198679329,0.025822081535802652
9.700000000000001,0.02,0.9178268162103103,0.027161121718382843
9.75,0.02,0.9202449411801242,0.03269417843511202
9.8,0.02,0.9225979084946853,0.03170593141693484
9.850000000000001,0.02,0.9248871236806564,0.02255980105137343
9.9,0.02,0.9271139826480634,0.029127215772859837
9.950000000000001,0.02,0.9292798703673225,0.035828079541990264
10.0,0.02,0.9313861596457909,0.03437955719983833
